# v5.0 31-AUG-23
omop_cdm_table,omop_cdm_field,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept
condition_occurrence,condition_status_concept_id,32890,Admission diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32891,Cause of death,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32892,Condition to be diagnosed by procedure,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32893,Confirmed diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32894,Contributory cause of death,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32895,Death diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32896,Discharge diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32897,Immediate cause of death,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32898,Postoperative diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32899,Preliminary diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32900,Preoperative diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32901,Primary admission diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32902,Primary diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32903,Primary discharge diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32904,Primary referral diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32905,Referral diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32906,Resolved condition,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32907,Secondary admission diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32908,Secondary diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32909,Secondary discharge diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32910,Secondary referral diagnosis,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_status_concept_id,32911,Underlying cause of death,Condition Status,Condition Status,Condition Status,S
condition_occurrence,condition_type_concept_id,32809,Case Report Form,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32810,Claim,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32811,Claim authorization,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32812,Claim discharge record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32813,Claim enrolment record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32814,Cost record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32815,Death Certificate,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32816,Dental claim,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32817,EHR,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32835,EHR Pathology report,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32818,EHR administration record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32819,EHR admission note,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32820,EHR ancillary report,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32821,EHR billing record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32822,EHR chief complaint,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32823,EHR discharge record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32824,EHR discharge summary,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32825,EHR dispensing record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32826,EHR emergency room note,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32827,EHR encounter record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32828,EHR episode record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32829,EHR inpatient note,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32830,EHR medication list,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32831,EHR note,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32832,EHR nursing report,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32833,EHR order,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32834,EHR outpatient note,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32836,EHR physical examination,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32837,EHR planned dispensing record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32838,EHR prescription,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32839,EHR prescription issue record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32840,EHR problem list,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32841,EHR radiology report,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32842,EHR referral record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32843,External CDM instance,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32844,Facility claim,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32845,Facility claim detail,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32846,Facility claim header,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32847,Geographic isolation record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32848,Government report,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32849,Health Information Exchange record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32850,Health Risk Assessment,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32851,Healthcare professional filled survey,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32852,Hospital cost,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32853,Inpatient claim,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32854,Inpatient claim detail,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32855,Inpatient claim header,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32856,Lab,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32857,Mail order record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32858,NLP,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32859,Outpatient claim,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32860,Outpatient claim detail,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32861,Outpatient claim header,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32862,Patient filled survey,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32863,Patient or payer paid record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32864,Patient reported cost,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32865,Patient self-report,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,705183,Patient self-tested,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32866,Payer system record (paid premium),Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32867,Payer system record (primary payer),Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32868,Payer system record (secondary payer),Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32869,Pharmacy claim,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,703249,Point of care/express lab,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32870,Pre-qualification time period,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32871,Professional claim,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32872,Professional claim detail,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32873,Professional claim header,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32874,Provider charge list price,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32875,Provider financial system,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32876,Provider incurred cost record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32877,Randomization record,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32878,Reference lab,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32879,Registry,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32880,Standard algorithm,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32882,Standard algorithm from EHR,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32881,Standard algorithm from claims,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32883,Survey,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32885,US Social Security Death Master File,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32884,Urgent lab,Type Concept,Type Concept,Type Concept,S
condition_occurrence,condition_type_concept_id,32886,Vision claim,Type Concept,Type Concept,Type Concept,S
cost,cost_concept_id,32017,Accumulated Deductible,Cost,Cost,Summary,S
cost,cost_concept_id,32448,Actual acquisition cost,Cost,Cost,Detail,S
cost,cost_concept_id,32447,Actual acquisition cost,Cost,Cost,Summary,S
cost,cost_concept_id,32000,Allowed,Cost,Cost,Detail,S
cost,cost_concept_id,31978,Allowed,Cost,Cost,Summary,S
cost,cost_concept_id,32001,Allowed (calculated),Cost,Cost,Detail,S
cost,cost_concept_id,31979,Allowed (calculated),Cost,Cost,Summary,S
cost,cost_concept_id,32006,Average Wholesale,Cost,Cost,Detail,S
cost,cost_concept_id,31984,Average Wholesale,Cost,Cost,Summary,S
cost,cost_concept_id,32009,Balance bill,Cost,Cost,Detail,S
cost,cost_concept_id,31987,Balance bill,Cost,Cost,Summary,S
cost,cost_concept_id,32015,Bundled payment,Cost,Cost,Detail,S
cost,cost_concept_id,31993,Bundled payment,Cost,Cost,Summary,S
cost,cost_concept_id,32011,Capitation,Cost,Cost,Detail,S
cost,cost_concept_id,31989,Capitation,Cost,Cost,Summary,S
cost,cost_concept_id,32014,Care Coordination Fee,Cost,Cost,Detail,S
cost,cost_concept_id,31992,Care Coordination Fee,Cost,Cost,Summary,S
cost,cost_concept_id,31995,Charged,Cost,Cost,Detail,S
cost,cost_concept_id,31973,Charged,Cost,Cost,Summary,S
cost,cost_concept_id,31997,Coinsurance,Cost,Cost,Detail,S
cost,cost_concept_id,31975,Coinsurance,Cost,Cost,Summary,S
cost,cost_concept_id,31996,Copayment,Cost,Cost,Detail,S
cost,cost_concept_id,31974,Copayment,Cost,Cost,Summary,S
cost,cost_concept_id,32007,Cost,Cost,Cost,Detail,S
cost,cost_concept_id,31985,Cost,Cost,Cost,Summary,S
cost,cost_concept_id,31998,Deductible,Cost,Cost,Detail,S
cost,cost_concept_id,31976,Deductible,Cost,Cost,Summary,S
cost,cost_concept_id,32004,Fee,Cost,Cost,Detail,S
cost,cost_concept_id,31982,Fee,Cost,Cost,Summary,S
cost,cost_concept_id,32010,Incentive,Cost,Cost,Detail,S
cost,cost_concept_id,31988,Incentive,Cost,Cost,Summary,S
cost,cost_concept_id,32012,Lifetime limit,Cost,Cost,Detail,S
cost,cost_concept_id,31990,Lifetime limit,Cost,Cost,Summary,S
cost,cost_concept_id,32013,Net costs,Cost,Cost,Detail,S
cost,cost_concept_id,31991,Net costs,Cost,Cost,Summary,S
cost,cost_concept_id,32003,Out of pocket,Cost,Cost,Detail,S
cost,cost_concept_id,31981,Out of pocket,Cost,Cost,Summary,S
cost,cost_concept_id,32002,Paid,Cost,Cost,Detail,S
cost,cost_concept_id,31980,Paid,Cost,Cost,Summary,S
cost,cost_concept_id,32421,Patient liability,Cost,Cost,Detail,S
cost,cost_concept_id,32420,Patient liability,Cost,Cost,Summary,S
cost,cost_concept_id,32005,Pharmacy ingredient,Cost,Cost,Detail,S
cost,cost_concept_id,31983,Pharmacy ingredient,Cost,Cost,Summary,S
cost,cost_concept_id,31972,"Premium, employer contribution",Cost,Cost,Summary,S
cost,cost_concept_id,31971,"Premium, member contribution",Cost,Cost,Summary,S
cost,cost_concept_id,32016,Rebate payment,Cost,Cost,Detail,S
cost,cost_concept_id,31994,Rebate payment,Cost,Cost,Summary,S
cost,cost_concept_id,31999,Recovered,Cost,Cost,Detail,S
cost,cost_concept_id,31977,Recovered,Cost,Cost,Summary,S
cost,cost_concept_id,32008,"Usual, customary and reasonable",Cost,Cost,Detail,S
cost,cost_concept_id,31986,"Usual, customary and reasonable",Cost,Cost,Summary,S
cost,cost_type_concept_id,32809,Case Report Form,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32810,Claim,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32811,Claim authorization,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32812,Claim discharge record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32813,Claim enrolment record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32814,Cost record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32815,Death Certificate,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32816,Dental claim,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32817,EHR,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32835,EHR Pathology report,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32818,EHR administration record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32819,EHR admission note,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32820,EHR ancillary report,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32821,EHR billing record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32822,EHR chief complaint,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32823,EHR discharge record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32824,EHR discharge summary,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32825,EHR dispensing record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32826,EHR emergency room note,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32827,EHR encounter record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32828,EHR episode record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32829,EHR inpatient note,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32830,EHR medication list,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32831,EHR note,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32832,EHR nursing report,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32833,EHR order,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32834,EHR outpatient note,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32836,EHR physical examination,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32837,EHR planned dispensing record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32838,EHR prescription,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32839,EHR prescription issue record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32840,EHR problem list,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32841,EHR radiology report,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32842,EHR referral record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32843,External CDM instance,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32844,Facility claim,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32845,Facility claim detail,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32846,Facility claim header,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32847,Geographic isolation record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32848,Government report,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32849,Health Information Exchange record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32850,Health Risk Assessment,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32851,Healthcare professional filled survey,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32852,Hospital cost,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32853,Inpatient claim,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32854,Inpatient claim detail,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32855,Inpatient claim header,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32856,Lab,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32857,Mail order record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32858,NLP,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32859,Outpatient claim,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32860,Outpatient claim detail,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32861,Outpatient claim header,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32862,Patient filled survey,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32863,Patient or payer paid record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32864,Patient reported cost,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32865,Patient self-report,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,705183,Patient self-tested,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32866,Payer system record (paid premium),Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32867,Payer system record (primary payer),Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32868,Payer system record (secondary payer),Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32869,Pharmacy claim,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,703249,Point of care/express lab,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32870,Pre-qualification time period,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32871,Professional claim,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32872,Professional claim detail,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32873,Professional claim header,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32874,Provider charge list price,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32875,Provider financial system,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32876,Provider incurred cost record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32877,Randomization record,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32878,Reference lab,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32879,Registry,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32880,Standard algorithm,Type Concept,Type Concept,Type Concept,S
cost,cost_type_concept_id,32882,Standard algorithm from EHR,Type Concept,Type Concept,Type Concept,S
